Username,Comment
@handshake_failed,"If it were as simple as you say, inserting a comma in the wrong place would be corrected by the compiler. But that's impossible because it requires a deeper understanding of the code's expectations.. The compiler won't guess what you meant it demands precision. And precision means taking into account many factors you don't even realize need to be built in to get real output data. The factors themselves must be of a specific size, and their duration is sometimes dependent on other factors. So, that's precision, and you need to be aware of this because one comma in the wrong place makes the entire precise process less precise.

Next time, think about what you're saying with this cooking analogy;/. There's no compiler where you insert basic function blocks, define the framework for their exchange of information and the expected results, and then the compiler modifies the code to meet those expectations. This is possible through AI, but sometimes it takes many weeks of repeating many blocks over and over again to find the desired solution. 

The concept of debugging, printf(), console.log(), is also poorly described even by advanced programmers. It's merely feedback to the terminal about whether a given line of code executed according to conditions. You talk about the importance of debugging, but you can't elaborate."
@Shantanu_987,i like the line and the truth is. perfection is a lie. just try to become better everyday
@remigilliot9763,Thank you bro
@hereb4theend,Don't tell me what to do. 😠
@deepaksinterestingworld1003,"Thank you you told me earlier..❤

I am just 18 and starting my journey😁"
@imJustImro,Thank you for the tips! extremely appreciated I shall use them in the future.
@personalbranddata,You don't need to know everything once you have a job. When you are searching for a job you need to know everything and more
@yukiotsutsumi,"perfect video, straight to the point, helped me so much, thank you."
@shitinsideyou,"I have done all the mistakes you have mentioned plus choosing the ""best"" language and comparing them to see which one to learn, or which framework etc.."
@Verbatino,"What a waste of time to watch this. I hate when I get caught up in this kind of nonsense.
Since the guy is Pitt he should simply cite the line from Pulp Fiction:
""My name's Pitt, and your ass ain't talkin' your way outta this shit"""
@SMS_petro,ty pete
@pixelpulsegameplay,I am not googling I am Chatting on Chatgpt 😂 1:32
@gmosworld,"""Nobody cares about your code, just that it works"". SO REAL. Great wisdom and great video, easy subscribe."
@HUCK3R,"I learned the 3rd one the hard way. Don't get stuck with ""What if this happens?"" questions trying to polish it to perfection, Sometimes it is better just to drop it and take a fresh start or find another solution."
@spyridonptochis,"Great video , i would say that is manual of professional mindset that everybody needs to follow"
@Misiek131a,Is it bad to learn code with AI?
@Noctua07,"Not that I technically don't know it. But the part about ""not having to know everything"" did really good to hear again. 
Imposter syndrome sucks."
@007KrausBean,"Having been a developer for almost 20yrs I can say that ALL of this is 100% correct. I would also add that the part about ""burnout is real"" is probably 50000% true. Definitely take care of yourself. for me it is way to easy to get hyper focused on things and when up really struggling later on because I got more concerned about the project than myself. Not good. Always take care of yourself. Work will always be there but you will not."
@iddimohammed9371,Everything😭
@NeonStudios-dev-main,7:30 speaking of burnout...
@charger4299,"This is so true I didn't apply for a job because I thought I wasn't good enough but my teacher 
put my resume in the pile for me and I ended up beating out everyone. I felt like I had failed the interview but after the senior engineer told me I was the only one who actually did research on the company and the software they use that was listed in the job description they weren't looking for someone who knew everything but they were looking for someone with the ability to find the answer on their own."
@davidsonmg,Great advice!
@Baraa.K.Mohammad,Although I'm learning coding for Data Analysis (R language) but I really appreciate these tips because they are as valid in Data Analysis as in coding for programming! Great insights!
@DugiDevetCarabolium,"Coding is something that you are doing something but actually you dont produce anything, not actual product that you can use for eat, warm up, build a roof above your head etc.
If Product cannot do those 3 things that are basics for every human existence then the product is useless (Native Americans way of thinking).
Technology is good until start to become useless, Entertainment for Dream Society.
Do we need more useless gadgets and technology for Dream Society or we need to turn and actually build something ?"
@hamohaharemix13,"i was so passionate about coding, web-development and  game-development, and i've been learning them since 2019, but this year i just stopped knowing that it has no future as AI is definetly is gonna destroy this job as it can write a whole full on professional website in a matter of seconds"
@Fedkar,"Lolwhat? You've been coding since 2012 (as a child) and have 15 years of experience as a professional programmer in 2025? Nice joke. What can you teach if you can't even count or lying on purpose (not sure what is actually worse)?
No thanx, i don't need your advice on anything"
@33Link33,"it's 2025, he started coding in 2012 and has been a professional programmer for more than 13 years ......., all that said in the first 20 seconds, thank you for not making me lose time watching the whole thing :D"
@Cheesecake........,"Healthy advice for y'all 
In future majority of you guy's cannot get a job about 95% won't.."
@_Xtezy,Brilliant video Bro!! 
@iceypumpkinhead,"Not gonna lie, really resonated with the burnout and perfection bits. I was making a game at one point and was obsessing over alot of minor things like how an enemy moved around or looked when getting hit, or how certain things should sound, if particles should be drawn or physics based, etc, and eventually i lost motivation to make the game altogether. Even though this is more about coding than game dev, it still gave me some insight to my mistakes. Thanks man!"
